#x_m,y_m,w_tr_right_m,w_tr_left_m
-37.56325277388338,25.88635819203435,1.0,1.0737097890017715
-37.62575277388338,25.82385819203435,1.0461646096066226,1.0206906325745548
-38.31325277388338,25.82385819203435,0.9856080405005891,1.0737097890017715
-38.37575277388338,25.76135819203435,1.0322063340164078,1.0206906325745548
-38.87575277388338,25.76135819203435,0.9856080405005891,1.0737097890017715
-38.93825277388338,25.69885819203435,1.0322063340164078,1.0206906325745548
-39.31325277388338,25.69885819203435,0.9856080405005891,1.0737097890017715
-39.37575277388338,25.63635819203435,1.0322063340164078,1.0206906325745548
-39.75075277388338,25.63635819203435,0.9856080405005891,1.0737097890017715
-39.81325277388338,25.57385819203435,1.0322063340164078,1.0206906325745548
-40.12575277388338,25.57385819203435,0.9710752869924775,1.0737097890017715
-40.18825277388338,25.51135819203435,1.0206906325745548,1.0206906325745548
-40.50075277388338,25.51135819203435,0.9710752869924775,1.0737097890017715
-40.56325277388338,25.44885819203435,1.0206906325745548,1.0206906325745548
-40.81325277388338,25.44885819203435,0.9710752869924775,1.0737097890017715
-40.87575277388338,25.38635819203435,1.0206906325745548,1.0206906325745548
-41.00075277388338,25.38635819203435,1.0026019100214134,1.0461646096066226
-41.06325277388338,25.32385819203435,1.0461646096066226,1.0026019100214134
-41.18825277388338,25.32385819203435,1.0103807466993215,1.0436361294035585
-41.25075277388338,25.26135819203435,1.0372967345311055,1.0103807466993215
-41.31325277388338,25.26135819203435,1.0103807466993215,1.0372967345311055
-41.37575277388338,25.19885819203435,1.0372967345311055,1.0103807466993215
-41.43825277388338,25.19885819203435,1.0103807466993215,1.0372967345311055
-41.50075277388338,25.13635819203435,1.0372967345311055,1.011673327805978
-41.56325277388338,25.13635819203435,1.0103807466993215,1.0436361294035585
-41.62575277388338,25.07385819203435,1.0372967345311055,1.0258194519667128
-41.68825277388338,25.07385819203435,1.0103807466993215,1.0625
-41.81325277388338,24.94885819203435,1.0436361294035585,1.0258194519667128
-41.87575277388338,24.94885819203435,1.0026019100214134,1.0625
-42.31325277388338,24.51135819203435,0.9908575552345704,1.0625
-42.31325277388338,24.44885819203435,1.0258194519667128,1.0258194519667128
-42.43825277388338,24.32385819203435,0.9908575552345704,1.0625
-42.43825277388338,24.26135819203435,1.0258194519667128,1.0258194519667128
-42.50075277388338,24.19885819203435,1.011673327805978,1.0436361294035585
-42.50075277388338,24.13635819203435,1.0436361294035585,1.011673327805978
-42.56325277388338,24.07385819203435,1.0258194519667128,1.0372967345311055
-42.56325277388338,24.01135819203435,1.0625,1.0103807466993215
-42.62575277388338,23.94885819203435,1.0219744577357401,1.0372967345311055
-42.62575277388338,23.88635819203435,1.0436361294035585,1.0103807466993215
-42.68825277388338,23.82385819203435,1.0026019100214134,1.0436361294035585
-42.68825277388338,23.69885819203435,1.0436361294035585,1.0026019100214134
-42.75075277388338,23.63635819203435,1.0026019100214134,1.0436361294035585
-42.75075277388338,23.51135819203435,1.0436361294035585,1.0026019100214134
-42.81325277388338,23.44885819203435,1.0026019100214134,1.0461646096066226
-42.81325277388338,23.32385819203435,1.0322063340164078,1.0206906325745548
-42.87575277388338,23.26135819203435,0.9856080405005891,1.0625
-42.87575277388338,23.07385819203435,1.0206906325745548,1.0206906325745548
-42.93825277388338,23.01135819203435,0.9710752869924775,1.0737097890017715
-42.93825277388338,22.76135819203435,1.0206906325745548,1.0206906325745548
-43.00075277388338,22.69885819203435,0.9710752869924775,1.0737097890017715
-43.00075277388338,22.07385819203435,1.0461646096066226,1.0322063340164078
-43.06325277388338,22.01135819203435,1.0,1.0823736126465204
-43.06325277388338,20.13635819203435,1.0,1.1068700165228051
-43.00075277388338,20.07385819203435,1.0625,1.0625
-43.00075277388338,19.19885819203435,1.0,1.0737097890017715
-42.93825277388338,19.13635819203435,1.0461646096066226,1.0206906325745548
-42.93825277388338,18.38635819203435,0.9856080405005891,1.0737097890017715
-42.87575277388338,18.32385819203435,1.0322063340164078,1.0206906325745548
-42.87575277388338,17.76135819203435,0.9856080405005891,1.0737097890017715
-42.81325277388338,17.69885819203435,1.0322063340164078,1.0206906325745548
-42.81325277388338,17.13635819203435,0.9856080405005891,1.0737097890017715
-42.75075277388338,17.07385819203435,1.0322063340164078,1.0206906325745548
-42.75075277388338,16.51135819203435,0.9710752869924775,1.0737097890017715
-42.68825277388338,16.44885819203435,1.0206906325745548,1.0206906325745548
-42.68825277388338,16.01135819203435,0.9856080405005891,1.0737097890017715
-42.62575277388338,15.94885819203435,1.0322063340164078,1.0206906325745548
-42.62575277388338,15.44885819203435,0.9856080405005891,1.0737097890017715
-42.56325277388338,15.38635819203435,1.0322063340164078,1.0206906325745548
-42.56325277388338,14.94885819203435,0.9710752869924775,1.0737097890017715
-42.50075277388338,14.88635819203435,1.0206906325745548,1.0206906325745548
-42.50075277388338,14.44885819203435,0.9710752869924775,1.0737097890017715
-42.43825277388338,14.38635819203435,1.0206906325745548,1.0206906325745548
-42.43825277388338,13.94885819203435,0.9710752869924775,1.0737097890017715
-42.37575277388338,13.88635819203435,1.0206906325745548,1.0206906325745548
-42.37575277388338,13.51135819203435,0.9710752869924775,1.0737097890017715
-42.31325277388338,13.44885819203435,1.0206906325745548,1.0206906325745548
-42.31325277388338,13.07385819203435,0.9856080405005891,1.0737097890017715
-42.25075277388338,13.01135819203435,1.0322063340164078,1.0206906325745548
-42.25075277388338,12.26135819203435,1.0206906325745548,1.0206906325745548
-42.31325277388338,12.19885819203435,0.9710752869924775,1.0737097890017715
-42.31325277388338,11.88635819203435,1.0461646096066226,1.0103807466993215
-42.37575277388338,11.82385819203435,1.0026019100214134,1.0436361294035585
-42.37575277388338,11.69885819203435,1.0436361294035585,1.0026019100214134
-42.43825277388338,11.63635819203435,1.0103807466993215,1.0372967345311055
-42.43825277388338,11.57385819203435,1.0372967345311055,1.0103807466993215
-42.50075277388338,11.51135819203435,1.0103807466993215,1.0436361294035585
-42.50075277388338,11.44885819203435,1.0372967345311055,1.0219744577357401
-42.62575277388338,11.32385819203435,0.9908575552345704,1.0625
-42.62575277388338,11.26135819203435,1.0258194519667128,1.0258194519667128
-42.81325277388338,11.07385819203435,1.0026019100214134,1.0625
-42.81325277388338,11.01135819203435,1.0467960838455728,1.0258194519667128
-43.12575277388338,10.69885819203435,1.0467960838455728,1.0258194519667128
-43.18825277388338,10.69885819203435,1.0026019100214134,1.0625
-43.37575277388338,10.51135819203435,1.0258194519667128,1.0258194519667128
-43.43825277388338,10.51135819203435,0.9908575552345704,1.0625
-43.56325277388338,10.38635819203435,1.0372967345311055,1.0103807466993215
-43.62575277388338,10.38635819203435,1.0103807466993215,1.0372967345311055
-43.68825277388338,10.32385819203435,1.0436361294035585,1.0026019100214134
-43.81325277388338,10.32385819203435,1.0026019100214134,1.0436361294035585
