678,477
677,478
666,478
665,479
657,479
656,480
650,480
649,481
643,481
642,482
637,482
636,483
631,483
630,484
626,484
625,485
622,485
621,486
620,486
618,488
617,488
614,491
614,492
612,494
612,495
611,496
611,498
610,499
610,501
609,502
609,506
608,507
608,511
607,512
607,523
606,524
606,540
607,541
607,558
608,559
608,571
609,572
609,581
610,582
610,591
611,592
611,601
612,602
612,609
613,610
613,618
614,619
614,626
615,627
615,634
616,635
616,642
617,643
617,649
618,650
618,656
619,657
619,664
620,665
620,671
619,672
619,679
618,680
618,685
617,686
617,687
616,688
616,690
615,691
615,692
614,693
614,695
613,696
613,697
612,698
612,699
609,702
609,703
606,706
606,707
597,716
596,716
593,719
592,719
590,721
589,721
587,723
585,723
584,724
583,724
582,725
580,725
579,726
578,726
577,727
575,727
574,728
572,728
571,729
568,729
567,730
565,730
564,731
561,731
560,732
557,732
556,733
552,733
551,734
547,734
546,735
541,735
540,736
533,736
532,737
526,737
525,738
520,738
519,739
515,739
514,740
510,740
509,741
505,741
504,742
501,742
500,743
496,743
495,744
492,744
491,745
488,745
487,746
484,746
483,747
480,747
479,748
476,748
475,749
472,749
471,750
468,750
467,751
465,751
464,752
461,752
460,753
458,753
457,754
454,754
453,755
450,755
449,756
447,756
446,757
443,757
442,758
440,758
439,759
436,759
435,760
433,760
432,761
430,761
429,762
426,762
425,763
423,763
422,764
419,764
418,765
416,765
415,766
413,766
412,767
409,767
408,768
406,768
405,769
403,769
402,770
400,770
399,771
397,771
396,772
393,772
392,773
390,773
389,774
387,774
386,775
385,775
384,776
383,776
382,777
381,777
378,780
377,780
372,785
371,785
367,789
367,790
361,796
361,797
358,800
358,801
355,804
355,805
353,807
353,808
351,810
351,811
350,812
350,813
348,815
348,816
347,817
347,818
346,819
346,820
344,822
344,823
343,824
343,825
342,826
342,827
341,828
341,829
340,830
340,831
339,832
339,833
338,834
338,835
337,836
337,837
336,838
336,840
335,841
335,842
334,843
334,844
333,845
333,847
332,848
332,849
331,850
331,852
330,853
330,854
329,855
329,857
328,858
328,859
327,860
327,862
326,863
326,865
325,866
325,868
324,869
324,871
323,872
323,874
322,875
322,877
321,878
321,882
320,883
320,887
321,888
321,891
322,892
322,894
323,895
323,896
325,898
325,899
335,909
336,909
338,911
339,911
341,913
342,913
343,914
344,914
346,916
347,916
348,917
349,917
350,918
351,918
352,919
353,919
354,920
355,920
356,921
358,921
359,922
360,922
361,923
362,923
363,924
365,924
366,925
368,925
369,926
371,926
372,927
374,927
375,928
377,928
378,929
381,929
382,930
386,930
387,931
391,931
392,932
397,932
398,933
404,933
405,934
413,934
414,935
429,935
430,936
476,936
477,935
501,935
502,934
516,934
517,933
532,933
533,932
548,932
549,931
566,931
567,930
588,930
589,931
593,931
594,932
597,932
598,933
601,933
602,934
604,934
605,935
606,935
607,936
608,936
609,937
610,937
611,938
612,938
613,939
614,939
616,941
617,941
625,949
626,949
629,952
629,953
632,956
632,957
634,959
634,960
637,963
637,964
638,965
638,966
639,967
639,968
640,969
640,970
641,971
641,972
642,973
642,974
643,975
643,976
644,977
644,979
645,980
645,982
646,983
646,985
647,986
647,988
648,989
648,991
649,992
649,994
650,995
650,996
651,997
651,999
652,1000
652,1001
653,1002
653,1003
654,1004
654,1005
655,1006
655,1007
656,1008
656,1009
657,1010
657,1011
658,1012
658,1013
659,1014
659,1015
660,1016
660,1017
662,1019
662,1020
663,1021
663,1022
665,1024
665,1025
667,1027
667,1028
669,1030
669,1031
672,1034
672,1035
675,1038
675,1039
678,1042
678,1043
684,1049
684,1050
693,1059
694,1059
695,1060
696,1060
697,1061
698,1061
699,1062
700,1062
701,1063
702,1063
703,1064
708,1064
709,1065
715,1065
716,1064
725,1064
726,1063
729,1063
730,1062
732,1062
733,1061
735,1061
736,1060
737,1060
738,1059
739,1059
740,1058
741,1058
742,1057
743,1057
744,1056
745,1056
746,1055
747,1055
748,1054
749,1054
750,1053
751,1053
753,1051
754,1051
756,1049
757,1049
759,1047
760,1047
763,1044
764,1044
771,1037
772,1037
776,1033
776,1032
783,1025
783,1024
785,1022
785,1021
787,1019
787,1018
788,1017
788,1016
789,1015
789,1014
790,1013
790,1012
791,1011
791,1010
792,1009
792,1008
793,1007
793,1006
794,1005
794,1004
795,1003
795,1001
796,1000
796,999
797,998
797,996
798,995
798,993
799,992
799,990
800,989
800,986
801,985
801,982
802,981
802,977
803,976
803,971
804,970
804,963
805,962
805,949
806,948
806,940
807,939
807,936
808,935
808,933
809,932
809,930
810,929
810,927
811,926
811,924
812,923
812,922
814,920
814,919
816,917
816,916
818,914
818,913
827,904
828,904
834,898
835,898
836,897
837,897
838,896
839,896
840,895
841,895
842,894
843,894
844,893
846,893
847,892
850,892
851,891
854,891
855,890
859,890
860,889
863,889
864,888
883,888
884,889
890,889
891,890
896,890
897,891
901,891
902,892
907,892
908,893
912,893
913,894
918,894
919,895
923,895
924,896
929,896
930,897
934,897
935,898
940,898
941,899
945,899
946,900
951,900
952,901
956,901
957,902
962,902
963,903
967,903
968,904
973,904
974,905
978,905
979,906
984,906
985,907
989,907
990,908
995,908
996,909
1000,909
1001,910
1006,910
1007,911
1011,911
1012,912
1017,912
1018,913
1022,913
1023,914
1028,914
1029,915
1033,915
1034,916
1039,916
1040,917
1045,917
1046,918
1050,918
1051,919
1056,919
1057,920
1061,920
1062,921
1067,921
1068,922
1072,922
1073,923
1078,923
1079,924
1083,924
1084,925
1089,925
1090,926
1094,926
1095,927
1100,927
1101,928
1105,928
1106,929
1111,929
1112,930
1116,930
1117,931
1122,931
1123,932
1127,932
1128,933
1133,933
1134,934
1138,934
1139,935
1144,935
1145,936
1149,936
1150,937
1155,937
1156,938
1160,938
1161,939
1166,939
1167,940
1171,940
1172,941
1177,941
1178,942
1183,942
1184,943
1188,943
1189,944
1194,944
1195,945
1199,945
1200,946
1205,946
1206,947
1210,947
1211,948
1216,948
1217,949
1221,949
1222,950
1227,950
1228,951
1232,951
1233,952
1245,952
1246,951
1247,951
1248,950
1249,950
1250,949
1251,949
1255,945
1255,944
1256,943
1256,942
1257,941
1257,940
1258,939
1258,937
1259,936
1259,907
1258,906
1258,899
1257,898
1257,893
1256,892
1256,888
