1255,887
1255,883
1254,882
1254,878
1253,877
1253,873
1252,872
1252,869
1251,868
1251,865
1250,864
1250,861
1249,860
1249,857
1248,856
1248,854
1247,853
1247,850
1246,849
1246,846
1245,845
1245,843
1244,842
1244,840
1243,839
1243,836
1242,835
1242,833
1241,832
1241,829
1240,828
1240,826
1239,825
1239,823
1238,822
1238,820
1237,819
1237,816
1236,815
1236,813
1235,812
1235,810
1234,809
1234,807
1233,806
1233,804
1232,803
1232,801
1231,800
1231,798
1230,797
1230,795
1229,794
1229,792
1228,791
1228,789
1227,788
1227,787
1226,786
1226,785
1225,784
1225,783
1220,778
1219,778
1218,777
1216,777
1215,776
1213,776
1212,775
1210,775
1209,774
1207,774
1206,773
1203,773
1202,772
1199,772
1198,771
1194,771
1193,770
1190,770
1189,769
1185,769
1184,768
1181,768
1180,767
1176,767
1175,766
1172,766
1171,765
1167,765
1166,764
1163,764
1162,763
1158,763
1157,762
1154,762
1153,761
1149,761
1148,760
1145,760
1144,759
1140,759
1139,758
1136,758
1135,757
1131,757
1130,756
1126,756
1125,755
1122,755
1121,754
1117,754
1116,753
1113,753
1112,752
1108,752
1107,751
1104,751
1103,750
1099,750
1098,749
1095,749
1094,748
1090,748
1089,747
1086,747
1085,746
1081,746
1080,745
1077,745
1076,744
1072,744
1071,743
1068,743
1067,742
1063,742
1062,741
1059,741
1058,740
1054,740
1053,739
1050,739
1049,738
1045,738
1044,737
1040,737
1039,736
1036,736
1035,735
1031,735
1030,734
1027,734
1026,733
1022,733
1021,732
1018,732
1017,731
1013,731
1012,730
1009,730
1008,729
1004,729
1003,728
1000,728
999,727
995,727
994,726
991,726
990,725
986,725
985,724
982,724
981,723
977,723
976,722
973,722
972,721
968,721
967,720
963,720
962,719
959,719
958,718
954,718
953,717
950,717
949,716
945,716
944,715
941,715
940,714
936,714
935,713
932,713
931,712
927,712
926,711
923,711
922,710
918,710
917,709
914,709
913,708
909,708
908,707
905,707
904,706
900,706
899,705
896,705
895,704
892,704
891,703
888,703
887,702
885,702
884,701
882,701
881,700
879,700
878,699
877,699
876,698
875,698
874,697
872,697
871,696
870,696
869,695
868,695
867,694
866,694
864,692
863,692
862,691
861,691
860,690
859,690
857,688
856,688
855,687
854,687
852,685
851,685
849,683
848,683
846,681
845,681
842,678
841,678
838,675
837,675
832,670
831,670
826,665
825,665
796,636
796,635
790,629
790,628
785,623
785,622
783,620
783,619
781,617
781,616
778,613
778,612
777,611
777,610
775,608
775,607
774,606
774,605
772,603
772,602
771,601
771,600
770,599
770,598
769,597
769,596
767,594
767,593
766,592
766,591
765,590
765,589
764,588
764,587
763,586
763,584
762,583
762,582
761,581
761,580
760,579
760,578
759,577
759,575
758,574
758,573
757,572
757,571
756,570
756,568
755,567
755,566
754,565
754,564
753,563
753,561
752,560
752,558
751,557
751,556
750,555
750,553
749,552
749,551
748,550
748,548
747,547
747,545
746,544
746,543
745,542
745,540
744,539
744,537
743,536
743,534
742,533
742,531
741,530
741,528
740,527
740,525
739,524
739,522
738,521
738,519
737,518
737,516
736,515
736,513
735,512
735,510
734,509
734,506
733,505
733,503
732,502
732,501
731,500
731,499
730,498
730,496
729,495
729,494
728,493
728,492
725,489
725,488
719,482
718,482
717,481
716,481
715,480
714,480
713,479
711,479
710,478
706,478
705,477
